PFMA,YEAR,MONTH,TYPE,PREFERRED_COMMON_NAME,HART_CD,ESTIMATE,STANDARD_ERROR
Area 19 (GS),2018,8,Released,CHINOOK SALMON,124,3,2.73
Area 19 (JDF),2018,8,Kept,CHINOOK SALMON,124,866,127.52
Area 19 (JDF),2018,8,Released,CHINOOK SALMON,124,826,159.84
Area 20 (East),2018,8,Kept,CHINOOK SALMON,124,8703,878.47
Area 20 (East),2018,8,Released,CHINOOK SALMON,124,15410,2493.00
Area 20 (West),2018,8,Kept,CHINOOK SALMON,124,3709,381.72
Area 20 (West),2018,8,Released,CHINOOK SALMON,124,2060,592.80
Area 23 (Alberni Canal),2018,8,Kept,CHINOOK SALMON,124,2022,240.48
Area 23 (Alberni Canal),2018,8,Released,CHINOOK SALMON,124,33,26.56
Area 23 (Barkley),2018,8,Kept,CHINOOK SALMON,124,8474,722.93
Area 23 (Barkley),2018,8,Released,CHINOOK SALMON,124,8987,1245.26
Area 25,2018,8,Kept,CHINOOK SALMON,124,5860,522.71
Area 25,2018,8,Released,CHINOOK SALMON,124,2285,286.67
Area 27,2018,8,Kept,CHINOOK SALMON,124,1411,194.86
Area 27,2018,8,Released,CHINOOK SALMON,124,785,161.36
Area 28,2018,8,Kept,CHINOOK SALMON,124,58,28.93
Area 28,2018,8,Released,CHINOOK SALMON,124,18,14.07
Area 29,2018,8,Kept,CHINOOK SALMON,124,2085,943.23
Area 29,2018,8,Released,CHINOOK SALMON,124,1672,513.12
Area 13,2018,9,Kept,CHINOOK SALMON,124,1191,240.52
Area 13,2018,9,Released,CHINOOK SALMON,124,1490,406.28
Area 14,2018,9,Kept,CHINOOK SALMON,124,291,67.54
Area 14,2018,9,Released,CHINOOK SALMON,124,1504,378.75
Area 17,2018,9,Kept,CHINOOK SALMON,124,159,55.43
Area 17,2018,9,Released,CHINOOK SALMON,124,430,142.65
Area 18,2018,9,Kept,CHINOOK SALMON,124,21,12.62
Area 18,2018,9,Released,CHINOOK SALMON,124,114,43.76
Area 19 (GS),2018,9,Kept,CHINOOK SALMON,124,0,0.00
Area 19 (GS),2018,9,Released,CHINOOK SALMON,124,2,3.19
Area 19 (JDF),2018,9,Kept,CHINOOK SALMON,124,505,101.09
Area 19 (JDF),2018,9,Released,CHINOOK SALMON,124,442,121.08
Area 20 (East),2018,9,Kept,CHINOOK SALMON,124,1800,290.57
Area 20 (East),2018,9,Released,CHINOOK SALMON,124,4470,955.72
Area 20 (West),2018,9,Kept,CHINOOK SALMON,124,495,99.34
Area 20 (West),2018,9,Released,CHINOOK SALMON,124,126,101.17
Area 23 (Alberni Canal),2018,9,Kept,CHINOOK SALMON,124,1241,114.51
Area 23 (Alberni Canal),2018,9,Released,CHINOOK SALMON,124,196,55.85
Area 23 (Barkley),2018,9,Kept,CHINOOK SALMON,124,3029,463.32
Area 23 (Barkley),2018,9,Released,CHINOOK SALMON,124,870,310.21
Area 28,2018,9,Kept,CHINOOK SALMON,124,392,299.67
Area 28,2018,9,Released,CHINOOK SALMON,124,0,0.00
Area 29,2018,9,Kept,CHINOOK SALMON,124,415,297.29
Area 29,2018,9,Released,CHINOOK SALMON,124,314,276.74
Area 13,2018,10,Kept,CHINOOK SALMON,124,77,41.00
Area 13,2018,10,Released,CHINOOK SALMON,124,292,83.35
Area 14,2018,10,Kept,CHINOOK SALMON,124,264,241.79
Area 14,2018,10,Released,CHINOOK SALMON,124,594,259.05
Area 19 (JDF),2018,10,Kept,CHINOOK SALMON,124,769,172.00
Area 19 (JDF),2018,10,Released,CHINOOK SALMON,124,1173,296.62
Area 20 (East),2018,10,Kept,CHINOOK SALMON,124,543,161.71
Area 20 (East),2018,10,Released,CHINOOK SALMON,124,1215,482.84
Area 19 (GS),2019,4,Kept,CHINOOK SALMON,124,0,0.00
Area 19 (GS),2019,4,Released,CHINOOK SALMON,124,0,0.00
Area 19 (JDF),2019,4,Kept,CHINOOK SALMON,124,78,40.37
Area 19 (JDF),2019,4,Released,CHINOOK SALMON,124,161,107.06
Area 20 (East),2019,4,Kept,CHINOOK SALMON,124,29,27.03
Area 20 (East),2019,4,Released,CHINOOK SALMON,124,172,102.93
Area 13,2019,5,Kept,CHINOOK SALMON,124,0,0.00
Area 13,2019,5,Released,CHINOOK SALMON,124,563,224.96
Area 14,2019,5,Kept,CHINOOK SALMON,124,4,0.00
Area 14,2019,5,Released,CHINOOK SALMON,124,1578,443.30
Area 17,2019,5,Kept,CHINOOK SALMON,124,0,0.00
Area 17,2019,5,Released,CHINOOK SALMON,124,3565,1724.28
Area 18,2019,5,Kept,CHINOOK SALMON,124,0,0.00
Area 18,2019,5,Released,CHINOOK SALMON,124,85,50.08
Area 19 (GS),2019,5,Kept,CHINOOK SALMON,124,0,0.00
Area 19 (GS),2019,5,Released,CHINOOK SALMON,124,0,0.00
Area 19 (JDF),2019,5,Kept,CHINOOK SALMON,124,0,0.00
Area 19 (JDF),2019,5,Released,CHINOOK SALMON,124,1131,558.75
Area 20 (East),2019,5,Kept,CHINOOK SALMON,124,0,0.00
Area 20 (East),2019,5,Released,CHINOOK SALMON,124,201,89.77
Area 20 (West),2019,5,Kept,CHINOOK SALMON,124,0,0.00
Area 20 (West),2019,5,Released,CHINOOK SALMON,124,0,0.00
Area 11,2019,6,Kept,CHINOOK SALMON,124,1765,426.27
Area 11,2019,6,Released,CHINOOK SALMON,124,547,162.63
Area 111,2019,6,Kept,CHINOOK SALMON,124,1731,1059.38
Area 111,2019,6,Released,CHINOOK SALMON,124,586,208.61
Area 12,2019,6,Kept,CHINOOK SALMON,124,2,2.58
Area 12,2019,6,Released,CHINOOK SALMON,124,1120,549.79
Area 121,2019,6,Kept,CHINOOK SALMON,124,0,0.00
Area 121,2019,6,Released,CHINOOK SALMON,124,137,105.81
Area 123,2019,6,Kept,CHINOOK SALMON,124,2,0.00
Area 123,2019,6,Released,CHINOOK SALMON,124,2,0.00
Area 124,2019,6,Kept,CHINOOK SALMON,124,0,0.00
Area 124,2019,6,Released,CHINOOK SALMON,124,0,0.00
Area 125,2019,6,Kept,CHINOOK SALMON,124,23,35.91
Area 125,2019,6,Released,CHINOOK SALMON,124,23,80.31
Area 127,2019,6,Kept,CHINOOK SALMON,124,0,0.00
Area 127,2019,6,Released,CHINOOK SALMON,124,0,0.00
Area 13,2019,6,Kept,CHINOOK SALMON,124,3,0.00
Area 13,2019,6,Released,CHINOOK SALMON,124,6286,1908.94
Area 14,2019,6,Kept,CHINOOK SALMON,124,3,2.51
Area 14,2019,6,Released,CHINOOK SALMON,124,4533,704.95
Area 15,2019,6,Kept,CHINOOK SALMON,124,10,6.23
Area 15,2019,6,Released,CHINOOK SALMON,124,1090,219.47
Area 17,2019,6,Kept,CHINOOK SALMON,124,16,9.82
Area 17,2019,6,Released,CHINOOK SALMON,124,3768,689.45
Area 18,2019,6,Kept,CHINOOK SALMON,124,0,0.00
Area 18,2019,6,Released,CHINOOK SALMON,124,98,44.45
Area 19 (GS),2019,6,Kept,CHINOOK SALMON,124,0,0.00
Area 19 (GS),2019,6,Released,CHINOOK SALMON,124,0,0.00
Area 19 (JDF),2019,6,Kept,CHINOOK SALMON,124,0,0.00
Area 19 (JDF),2019,6,Released,CHINOOK SALMON,124,618,98.86
Area 20 (East),2019,6,Kept,CHINOOK SALMON,124,2,0.00
Area 20 (East),2019,6,Released,CHINOOK SALMON,124,1567,538.45
Area 20 (West),2019,6,Kept,CHINOOK SALMON,124,0,0.00
Area 20 (West),2019,6,Released,CHINOOK SALMON,124,706,300.42
Area 21,2019,6,Kept,CHINOOK SALMON,124,167,27.76
Area 21,2019,6,Released,CHINOOK SALMON,124,52,15.24
Area 23 (Alberni Canal),2019,6,Kept,CHINOOK SALMON,124,7,7.66
Area 23 (Alberni Canal),2019,6,Released,CHINOOK SALMON,124,7,7.88
Area 23 (Barkley),2019,6,Kept,CHINOOK SALMON,124,5870,969.09
Area 23 (Barkley),2019,6,Released,CHINOOK SALMON,124,8050,1436.95
Area 24,2019,6,Kept,CHINOOK SALMON,124,322,64.01
Area 24,2019,6,Released,CHINOOK SALMON,124,83,23.00
Area 25,2019,6,Kept,CHINOOK SALMON,124,1229,192.33
Area 25,2019,6,Released,CHINOOK SALMON,124,913,715.83
Area 27,2019,6,Kept,CHINOOK SALMON,124,1036,133.77
Area 27,2019,6,Released,CHINOOK SALMON,124,325,62.52
Area 28,2019,6,Kept,CHINOOK SALMON,124,0,0.00
Area 28,2019,6,Released,CHINOOK SALMON,124,286,87.22
Area 29,2019,6,Kept,CHINOOK SALMON,124,8,9.08
Area 29,2019,6,Released,CHINOOK SALMON,124,1416,343.67
Area 11,2019,7,Kept,CHINOOK SALMON,124,1265,254.25
Area 11,2019,7,Released,CHINOOK SALMON,124,525,241.70
Area 111,2019,7,Kept,CHINOOK SALMON,124,1426,204.69
Area 111,2019,7,Released,CHINOOK SALMON,124,405,82.25
Area 12,2019,7,Kept,CHINOOK SALMON,124,1274,387.67
Area 12,2019,7,Released,CHINOOK SALMON,124,5884,1136.51
Area 121,2019,7,Kept,CHINOOK SALMON,124,2044,326.41
Area 121,2019,7,Released,CHINOOK SALMON,124,1061,322.87
Area 123,2019,7,Kept,CHINOOK SALMON,124,4055,1400.86
Area 123,2019,7,Released,CHINOOK SALMON,124,4137,2195.91
Area 124,2019,7,Kept,CHINOOK SALMON,124,16,0.93
Area 124,2019,7,Released,CHINOOK SALMON,124,30,42.06
Area 125,2019,7,Kept,CHINOOK SALMON,124,478,251.23
Area 125,2019,7,Released,CHINOOK SALMON,124,52,31.15
Area 127,2019,7,Kept,CHINOOK SALMON,124,144,28.51
Area 127,2019,7,Released,CHINOOK SALMON,124,89,49.64
Area 13,2019,7,Kept,CHINOOK SALMON,124,6024,487.94
Area 13,2019,7,Released,CHINOOK SALMON,124,18217,1600.67
Area 14,2019,7,Kept,CHINOOK SALMON,124,3594,405.03
Area 14,2019,7,Released,CHINOOK SALMON,124,11821,1498.50
Area 15,2019,7,Kept,CHINOOK SALMON,124,1591,297.27
Area 15,2019,7,Released,CHINOOK SALMON,124,1839,511.12
Area 17,2019,7,Kept,CHINOOK SALMON,124,862,129.65
Area 17,2019,7,Released,CHINOOK SALMON,124,17706,1346.58
Area 18,2019,7,Kept,CHINOOK SALMON,124,0,0.00
Area 18,2019,7,Released,CHINOOK SALMON,124,134,74.45
Area 19 (GS),2019,7,Kept,CHINOOK SALMON,124,0,0.00
Area 19 (GS),2019,7,Released,CHINOOK SALMON,124,0,0.00
Area 19 (JDF),2019,7,Kept,CHINOOK SALMON,124,0,0.00
Area 19 (JDF),2019,7,Released,CHINOOK SALMON,124,1441,293.07
Area 20 (East),2019,7,Kept,CHINOOK SALMON,124,0,0.00
Area 20 (East),2019,7,Released,CHINOOK SALMON,124,3985,624.60
Area 20 (West),2019,7,Kept,CHINOOK SALMON,124,869,157.33
Area 20 (West),2019,7,Released,CHINOOK SALMON,124,1017,270.59
Area 21,2019,7,Kept,CHINOOK SALMON,124,341,42.48
Area 21,2019,7,Released,CHINOOK SALMON,124,53,11.67
Area 23 (Alberni Canal),2019,7,Kept,CHINOOK SALMON,124,152,59.19
Area 23 (Alberni Canal),2019,7,Released,CHINOOK SALMON,124,127,75.13
Area 23 (Barkley),2019,7,Kept,CHINOOK SALMON,124,8210,705.34
Area 23 (Barkley),2019,7,Released,CHINOOK SALMON,124,18231,1889.56
Area 24,2019,7,Kept,CHINOOK SALMON,124,1440,192.86
Area 24,2019,7,Released,CHINOOK SALMON,124,473,91.50
Area 25,2019,7,Kept,CHINOOK SALMON,124,9797,819.19
Area 25,2019,7,Released,CHINOOK SALMON,124,6885,975.28
Area 27,2019,7,Kept,CHINOOK SALMON,124,2342,223.37
Area 27,2019,7,Released,CHINOOK SALMON,124,697,78.98
Area 28,2019,7,Kept,CHINOOK SALMON,124,91,36.18
Area 28,2019,7,Released,CHINOOK SALMON,124,212,72.27
Area 29,2019,7,Kept,CHINOOK SALMON,124,241,76.17
Area 29,2019,7,Released,CHINOOK SALMON,124,2222,543.46
Area 11,2019,8,Kept,CHINOOK SALMON,124,562,220.63
Area 11,2019,8,Released,CHINOOK SALMON,124,209,135.39
Area 111,2019,8,Kept,CHINOOK SALMON,124,258,121.93
Area 111,2019,8,Released,CHINOOK SALMON,124,38,38.88
Area 12,2019,8,Kept,CHINOOK SALMON,124,2696,427.15
Area 12,2019,8,Released,CHINOOK SALMON,124,5315,1062.28
Area 121,2019,8,Kept,CHINOOK SALMON,124,1977,415.35
Area 121,2019,8,Released,CHINOOK SALMON,124,150,75.54
Area 123,2019,8,Kept,CHINOOK SALMON,124,3304,1085.79
Area 123,2019,8,Released,CHINOOK SALMON,124,2341,1201.53
Area 124,2019,8,Kept,CHINOOK SALMON,124,65,14.28
Area 124,2019,8,Released,CHINOOK SALMON,124,0,0.00
Area 125,2019,8,Kept,CHINOOK SALMON,124,341,124.01
Area 125,2019,8,Released,CHINOOK SALMON,124,69,32.47
Area 127,2019,8,Kept,CHINOOK SALMON,124,671,169.34
Area 127,2019,8,Released,CHINOOK SALMON,124,107,44.97
Area 13,2019,8,Kept,CHINOOK SALMON,124,9525,924.68
Area 13,2019,8,Released,CHINOOK SALMON,124,11083,1003.82
Area 14,2019,8,Kept,CHINOOK SALMON,124,3649,470.97
Area 14,2019,8,Released,CHINOOK SALMON,124,8378,1534.26
Area 15,2019,8,Kept,CHINOOK SALMON,124,1442,270.56
Area 15,2019,8,Released,CHINOOK SALMON,124,2922,596.98
Area 16,2019,8,Kept,CHINOOK SALMON,124,493,264.16
Area 16,2019,8,Released,CHINOOK SALMON,124,4779,3017.27
Area 17,2019,8,Kept,CHINOOK SALMON,124,737,168.75
Area 17,2019,8,Released,CHINOOK SALMON,124,3792,818.03
Area 18,2019,8,Kept,CHINOOK SALMON,124,319,58.70
Area 18,2019,8,Released,CHINOOK SALMON,124,903,147.78
Area 19 (GS),2019,8,Kept,CHINOOK SALMON,124,0,0.00
Area 19 (GS),2019,8,Released,CHINOOK SALMON,124,0,0.00
Area 19 (JDF),2019,8,Kept,CHINOOK SALMON,124,2074,252.40
Area 19 (JDF),2019,8,Released,CHINOOK SALMON,124,2384,376.88
Area 20 (East),2019,8,Kept,CHINOOK SALMON,124,8320,925.89
Area 20 (East),2019,8,Released,CHINOOK SALMON,124,6787,1013.29
Area 20 (West),2019,8,Kept,CHINOOK SALMON,124,6741,543.19
Area 20 (West),2019,8,Released,CHINOOK SALMON,124,2074,308.94
Area 21,2019,8,Kept,CHINOOK SALMON,124,930,206.08
Area 21,2019,8,Released,CHINOOK SALMON,124,0,0.00
Area 23 (Alberni Canal),2019,8,Kept,CHINOOK SALMON,124,5441,673.86
Area 23 (Alberni Canal),2019,8,Released,CHINOOK SALMON,124,406,134.95
Area 23 (Barkley),2019,8,Kept,CHINOOK SALMON,124,12958,835.26
Area 23 (Barkley),2019,8,Released,CHINOOK SALMON,124,10573,1406.07
Area 24,2019,8,Kept,CHINOOK SALMON,124,1246,391.45
Area 24,2019,8,Released,CHINOOK SALMON,124,347,74.45
Area 25,2019,8,Kept,CHINOOK SALMON,124,5131,565.91
Area 25,2019,8,Released,CHINOOK SALMON,124,3590,542.22
Area 27,2019,8,Kept,CHINOOK SALMON,124,889,83.34
Area 27,2019,8,Released,CHINOOK SALMON,124,1167,210.21
Area 28,2019,8,Kept,CHINOOK SALMON,124,727,162.17
Area 28,2019,8,Released,CHINOOK SALMON,124,82,37.53
Area 29,2019,8,Kept,CHINOOK SALMON,124,7309,1464.59
Area 29,2019,8,Released,CHINOOK SALMON,124,7689,1696.81
Area 121,2019,9,Kept,CHINOOK SALMON,124,4,4.85
Area 121,2019,9,Released,CHINOOK SALMON,124,0,0.00
Area 123,2019,9,Kept,CHINOOK SALMON,124,20,0.00
Area 123,2019,9,Released,CHINOOK SALMON,124,0,0.00
Area 124,2019,9,Kept,CHINOOK SALMON,124,0,0.00
Area 124,2019,9,Released,CHINOOK SALMON,124,0,0.00
Area 13,2019,9,Kept,CHINOOK SALMON,124,2476,659.84
Area 13,2019,9,Released,CHINOOK SALMON,124,2243,698.23
Area 14,2019,9,Kept,CHINOOK SALMON,124,1230,295.86
Area 14,2019,9,Released,CHINOOK SALMON,124,2390,994.56
Area 15,2019,9,Kept,CHINOOK SALMON,124,735,385.30
Area 15,2019,9,Released,CHINOOK SALMON,124,1572,641.53
Area 16,2019,9,Kept,CHINOOK SALMON,124,49,29.30
Area 16,2019,9,Released,CHINOOK SALMON,124,375,175.73
Area 17,2019,9,Kept,CHINOOK SALMON,124,407,164.95
Area 17,2019,9,Released,CHINOOK SALMON,124,2037,670.85
Area 18,2019,9,Kept,CHINOOK SALMON,124,53,31.32
Area 18,2019,9,Released,CHINOOK SALMON,124,291,156.35
Area 19 (GS),2019,9,Kept,CHINOOK SALMON,124,0,0.00
Area 19 (GS),2019,9,Released,CHINOOK SALMON,124,0,0.00
Area 19 (JDF),2019,9,Kept,CHINOOK SALMON,124,298,132.23
Area 19 (JDF),2019,9,Released,CHINOOK SALMON,124,793,319.46
Area 20 (East),2019,9,Kept,CHINOOK SALMON,124,1723,389.75
Area 20 (East),2019,9,Released,CHINOOK SALMON,124,2622,715.48
Area 20 (West),2019,9,Kept,CHINOOK SALMON,124,945,310.86
Area 20 (West),2019,9,Released,CHINOOK SALMON,124,173,76.28
Area 21,2019,9,Kept,CHINOOK SALMON,124,77,41.55
Area 21,2019,9,Released,CHINOOK SALMON,124,0,0.00
Area 23 (Alberni Canal),2019,9,Kept,CHINOOK SALMON,124,135,40.79
Area 23 (Alberni Canal),2019,9,Released,CHINOOK SALMON,124,47,22.58
Area 23 (Barkley),2019,9,Kept,CHINOOK SALMON,124,1930,473.48
Area 23 (Barkley),2019,9,Released,CHINOOK SALMON,124,842,395.77
Area 24,2019,9,Kept,CHINOOK SALMON,124,13,3.59
Area 24,2019,9,Released,CHINOOK SALMON,124,7,3.95
Area 28,2019,9,Kept,CHINOOK SALMON,124,199,107.01
Area 28,2019,9,Released,CHINOOK SALMON,124,283,172.47
Area 29,2019,9,Kept,CHINOOK SALMON,124,2675,874.31
Area 29,2019,9,Released,CHINOOK SALMON,124,1515,605.20
Area 13,2019,10,Kept,CHINOOK SALMON,124,19,17.19
Area 13,2019,10,Released,CHINOOK SALMON,124,102,87.58
Area 14,2019,10,Kept,CHINOOK SALMON,124,103,36.63
Area 14,2019,10,Released,CHINOOK SALMON,124,914,305.74
Area 19 (JDF),2019,10,Kept,CHINOOK SALMON,124,64,33.18
Area 19 (JDF),2019,10,Released,CHINOOK SALMON,124,125,75.90
Area 20 (East),2019,10,Kept,CHINOOK SALMON,124,49,44.73
Area 20 (East),2019,10,Released,CHINOOK SALMON,124,389,221.58
Area 11,2020,7,Kept,CHINOOK SALMON,124,1193,212.50
Area 11,2020,7,Released,CHINOOK SALMON,124,760,165.99
Area 111,2020,7,Kept,CHINOOK SALMON,124,379,108.13
Area 111,2020,7,Released,CHINOOK SALMON,124,76,20.79
Area 12,2020,7,Kept,CHINOOK SALMON,124,960,162.30
Area 12,2020,7,Released,CHINOOK SALMON,124,3089,544.07
Area 121,2020,7,Kept,CHINOOK SALMON,124,529,107.68
Area 121,2020,7,Released,CHINOOK SALMON,124,55,19.38
Area 123,2020,7,Kept,CHINOOK SALMON,124,2375,268.02
Area 123,2020,7,Released,CHINOOK SALMON,124,1236,221.15
Area 124,2020,7,Kept,CHINOOK SALMON,124,320,114.53
Area 124,2020,7,Released,CHINOOK SALMON,124,133,96.84
Area 125,2020,7,Kept,CHINOOK SALMON,124,135,20.47
Area 125,2020,7,Released,CHINOOK SALMON,124,6,7.03
Area 127,2020,7,Kept,CHINOOK SALMON,124,412,178.58
Area 127,2020,7,Released,CHINOOK SALMON,124,239,160.98
Area 13,2020,7,Kept,CHINOOK SALMON,124,4689,873.67
Area 13,2020,7,Released,CHINOOK SALMON,124,9414,1543.52
Area 14,2020,7,Kept,CHINOOK SALMON,124,3357,585.71
Area 14,2020,7,Released,CHINOOK SALMON,124,7659,1264.67
Area 15,2020,7,Kept,CHINOOK SALMON,124,662,180.31
Area 15,2020,7,Released,CHINOOK SALMON,124,3660,870.26
Area 16,2020,7,Kept,CHINOOK SALMON,124,1539,387.14
Area 16,2020,7,Released,CHINOOK SALMON,124,5719,1512.57
Area 17,2020,7,Kept,CHINOOK SALMON,124,613,120.91
Area 17,2020,7,Released,CHINOOK SALMON,124,9538,1596.49
Area 18,2020,7,Kept,CHINOOK SALMON,124,0,0.00
Area 18,2020,7,Released,CHINOOK SALMON,124,120,49.64
Area 19 (GS),2020,7,Kept,CHINOOK SALMON,124,0,0.00
Area 19 (GS),2020,7,Released,CHINOOK SALMON,124,39,11.68
Area 19 (JDF),2020,7,Kept,CHINOOK SALMON,124,0,0.00
Area 19 (JDF),2020,7,Released,CHINOOK SALMON,124,141,65.85
Area 20 (East),2020,7,Kept,CHINOOK SALMON,124,121,61.31
Area 20 (East),2020,7,Released,CHINOOK SALMON,124,4501,676.35
Area 20 (West),2020,7,Kept,CHINOOK SALMON,124,840,112.61
Area 20 (West),2020,7,Released,CHINOOK SALMON,124,2056,307.32
Area 21,2020,7,Kept,CHINOOK SALMON,124,321,71.63
Area 21,2020,7,Released,CHINOOK SALMON,124,21,9.77
Area 23 (Alberni Canal),2020,7,Kept,CHINOOK SALMON,124,12,9.66
Area 23 (Alberni Canal),2020,7,Released,CHINOOK SALMON,124,0,0.00
Area 23 (Barkley),2020,7,Kept,CHINOOK SALMON,124,3069,381.87
Area 23 (Barkley),2020,7,Released,CHINOOK SALMON,124,4899,888.89
Area 24,2020,7,Kept,CHINOOK SALMON,124,452,86.36
Area 24,2020,7,Released,CHINOOK SALMON,124,136,52.45
Area 25,2020,7,Kept,CHINOOK SALMON,124,5134,702.09
Area 25,2020,7,Released,CHINOOK SALMON,124,4194,624.39
Area 27,2020,7,Kept,CHINOOK SALMON,124,838,87.96
Area 27,2020,7,Released,CHINOOK SALMON,124,904,145.33
Area 28,2020,7,Kept,CHINOOK SALMON,124,0,0.00
Area 28,2020,7,Released,CHINOOK SALMON,124,188,82.32
Area 29,2020,7,Kept,CHINOOK SALMON,124,128,65.24
Area 29,2020,7,Released,CHINOOK SALMON,124,2066,531.04
Area 11,2020,8,Kept,CHINOOK SALMON,124,840,122.25
Area 11,2020,8,Released,CHINOOK SALMON,124,568,122.80
Area 111,2020,8,Kept,CHINOOK SALMON,124,45,18.09
Area 111,2020,8,Released,CHINOOK SALMON,124,25,15.37
Area 12,2020,8,Kept,CHINOOK SALMON,124,1400,160.33
Area 12,2020,8,Released,CHINOOK SALMON,124,4104,566.96
Area 121,2020,8,Kept,CHINOOK SALMON,124,1161,399.25
Area 121,2020,8,Released,CHINOOK SALMON,124,118,142.07
Area 123,2020,8,Kept,CHINOOK SALMON,124,3131,1293.18
Area 123,2020,8,Released,CHINOOK SALMON,124,1510,846.66
Area 124,2020,8,Kept,CHINOOK SALMON,124,1273,319.17
Area 124,2020,8,Released,CHINOOK SALMON,124,247,97.27
Area 125,2020,8,Kept,CHINOOK SALMON,124,84,52.61
Area 125,2020,8,Released,CHINOOK SALMON,124,9,10.43
Area 127,2020,8,Kept,CHINOOK SALMON,124,89,37.65
Area 127,2020,8,Released,CHINOOK SALMON,124,14,13.73
Area 13,2020,8,Kept,CHINOOK SALMON,124,7065,694.68
Area 13,2020,8,Released,CHINOOK SALMON,124,10887,1279.43
Area 14,2020,8,Kept,CHINOOK SALMON,124,5074,650.73
Area 14,2020,8,Released,CHINOOK SALMON,124,14597,1941.98
Area 15,2020,8,Kept,CHINOOK SALMON,124,437,108.58
Area 15,2020,8,Released,CHINOOK SALMON,124,2678,741.92
Area 16,2020,8,Kept,CHINOOK SALMON,124,640,159.26
Area 16,2020,8,Released,CHINOOK SALMON,124,3303,842.20
Area 17,2020,8,Kept,CHINOOK SALMON,124,535,102.68
Area 17,2020,8,Released,CHINOOK SALMON,124,6658,1255.80
Area 18,2020,8,Kept,CHINOOK SALMON,124,81,69.54
Area 18,2020,8,Released,CHINOOK SALMON,124,266,80.05
Area 19 (GS),2020,8,Kept,CHINOOK SALMON,124,0,0.00
Area 19 (GS),2020,8,Released,CHINOOK SALMON,124,23,31.23
Area 19 (JDF),2020,8,Kept,CHINOOK SALMON,124,560,97.93
Area 19 (JDF),2020,8,Released,CHINOOK SALMON,124,1237,260.77
Area 20 (East),2020,8,Kept,CHINOOK SALMON,124,5026,534.10
Area 20 (East),2020,8,Released,CHINOOK SALMON,124,9787,1344.58
Area 20 (West),2020,8,Kept,CHINOOK SALMON,124,4708,500.80
Area 20 (West),2020,8,Released,CHINOOK SALMON,124,1697,337.22
Area 21,2020,8,Kept,CHINOOK SALMON,124,198,93.49
Area 21,2020,8,Released,CHINOOK SALMON,124,2,5.26
Area 23 (Alberni Canal),2020,8,Kept,CHINOOK SALMON,124,4970,791.70
Area 23 (Alberni Canal),2020,8,Released,CHINOOK SALMON,124,367,137.40
Area 23 (Barkley),2020,8,Kept,CHINOOK SALMON,124,10273,873.24
Area 23 (Barkley),2020,8,Released,CHINOOK SALMON,124,4192,784.80
Area 24,2020,8,Kept,CHINOOK SALMON,124,593,179.54
Area 24,2020,8,Released,CHINOOK SALMON,124,79,38.84
Area 25,2020,8,Kept,CHINOOK SALMON,124,3761,518.68
Area 25,2020,8,Released,CHINOOK SALMON,124,3713,538.94
Area 27,2020,8,Kept,CHINOOK SALMON,124,314,41.70
Area 27,2020,8,Released,CHINOOK SALMON,124,1209,214.94
Area 28,2020,8,Kept,CHINOOK SALMON,124,171,62.21
Area 28,2020,8,Released,CHINOOK SALMON,124,388,117.65
Area 29,2020,8,Kept,CHINOOK SALMON,124,66,47.98
Area 29,2020,8,Released,CHINOOK SALMON,124,1793,600.20
Area 121,2020,9,Kept,CHINOOK SALMON,124,0,0.00
Area 121,2020,9,Released,CHINOOK SALMON,124,0,0.00
Area 123,2020,9,Kept,CHINOOK SALMON,124,247,85.14
Area 123,2020,9,Released,CHINOOK SALMON,124,421,218.83
Area 124,2020,9,Kept,CHINOOK SALMON,124,8,3.01
Area 124,2020,9,Released,CHINOOK SALMON,124,0,0.00
Area 13,2020,9,Kept,CHINOOK SALMON,124,1803,394.16
Area 13,2020,9,Released,CHINOOK SALMON,124,1554,330.27
Area 14,2020,9,Kept,CHINOOK SALMON,124,1927,350.65
Area 14,2020,9,Released,CHINOOK SALMON,124,5867,1184.20
Area 16,2020,9,Kept,CHINOOK SALMON,124,27,44.79
Area 16,2020,9,Released,CHINOOK SALMON,124,391,232.48
Area 17,2020,9,Kept,CHINOOK SALMON,124,244,80.58
Area 17,2020,9,Released,CHINOOK SALMON,124,6305,2112.74
Area 18,2020,9,Kept,CHINOOK SALMON,124,38,22.78
Area 18,2020,9,Released,CHINOOK SALMON,124,332,118.92
Area 19 (GS),2020,9,Kept,CHINOOK SALMON,124,0,0.00
Area 19 (GS),2020,9,Released,CHINOOK SALMON,124,30,24.37
Area 19 (JDF),2020,9,Kept,CHINOOK SALMON,124,346,103.58
Area 19 (JDF),2020,9,Released,CHINOOK SALMON,124,472,149.60
Area 20 (East),2020,9,Kept,CHINOOK SALMON,124,884,191.13
Area 20 (East),2020,9,Released,CHINOOK SALMON,124,3010,783.43
Area 20 (West),2020,9,Kept,CHINOOK SALMON,124,793,175.44
Area 20 (West),2020,9,Released,CHINOOK SALMON,124,146,67.42
Area 21,2020,9,Kept,CHINOOK SALMON,124,10,10.28
Area 21,2020,9,Released,CHINOOK SALMON,124,0,0.00
Area 23 (Alberni Canal),2020,9,Kept,CHINOOK SALMON,124,432,107.22
Area 23 (Alberni Canal),2020,9,Released,CHINOOK SALMON,124,132,102.73
Area 23 (Barkley),2020,9,Kept,CHINOOK SALMON,124,995,113.90
